EMG 1,EMG 2,EMG 3,EMG 4,EMG 5,EMG 6,EMG 7,EMG 8,Timestamp
-1,-1,-2,-1,-2,-7,-7,-4,2021-08-16 12:23:09.723497
-7,-6,-7,-12,-18,-35,-21,-8,2021-08-16 12:23:09.729515
-3,-1,-2,-3,-2,-4,-9,-1,2021-08-16 12:23:09.729515
-8,-8,-6,-7,-10,-15,-6,-7,2021-08-16 12:23:09.752498
5,5,6,7,9,12,7,7,2021-08-16 12:23:09.752498
-4,-4,-4,-4,-6,-1,4,-2,2021-08-16 12:23:09.760498
0,3,6,7,15,27,10,2,2021-08-16 12:23:09.760498
2,0,-1,-2,-3,-5,-3,-2,2021-08-16 12:23:09.775500
-1,0,-2,0,-2,0,-1,-2,2021-08-16 12:23:09.775500
-7,-6,-10,-13,-20,-43,-20,-8,2021-08-16 12:23:09.776496
-4,-3,-2,-3,-4,-7,-6,-2,2021-08-16 12:23:09.776496
-1,-3,-3,0,2,16,15,1,2021-08-16 12:23:09.798497
0,-1,0,-2,-5,-2,-1,-3,2021-08-16 12:23:09.798497
0,0,2,1,3,8,4,4,2021-08-16 12:23:09.799498
-4,-3,-6,-5,-8,-26,-14,-6,2021-08-16 12:23:09.799498
-3,1,1,4,6,11,0,0,2021-08-16 12:23:09.812532
2,1,2,2,3,7,0,0,2021-08-16 12:23:09.812532
-5,-6,-6,-2,-4,-4,-3,-5,2021-08-16 12:23:09.813518
-1,0,-1,-2,-6,-9,-7,-4,2021-08-16 12:23:09.813518
3,0,-2,-2,-4,-8,5,3,2021-08-16 12:23:09.835500
-2,-2,-2,-2,-6,-3,0,-1,2021-08-16 12:23:09.835500
4,2,6,8,12,13,1,7,2021-08-16 12:23:09.835500
1,0,1,4,8,20,13,1,2021-08-16 12:23:09.836498
-8,-5,-9,-13,-21,-42,-20,-8,2021-08-16 12:23:09.849531
-1,-1,-2,1,2,-6,-3,-2,2021-08-16 12:23:09.849531
3,2,3,6,10,29,16,4,2021-08-16 12:23:09.857499
1,-1,0,4,7,17,4,1,2021-08-16 12:23:09.857499
-5,-4,-4,-6,-11,-12,-13,-5,2021-08-16 12:23:09.872497
-4,-3,-4,-8,-12,-28,-9,-3,2021-08-16 12:23:09.872497
1,1,3,5,7,12,4,-1,2021-08-16 12:23:09.873511
2,1,1,2,5,13,7,3,2021-08-16 12:23:09.873511
-2,-2,-4,-3,-7,-5,-2,-6,2021-08-16 12:23:09.895500
-5,-4,0,-2,5,6,-1,-2,2021-08-16 12:23:09.895500
-2,-1,-3,-5,-6,-20,-13,-3,2021-08-16 12:23:09.895500
-1,-1,-1,0,4,8,1,-2,2021-08-16 12:23:09.896498
-2,-3,-2,-1,-2,0,1,-2,2021-08-16 12:23:09.909532
-2,-2,-5,-6,-8,-23,-13,-4,2021-08-16 12:23:09.909532
0,3,4,8,16,49,29,4,2021-08-16 12:23:09.917535
-1,0,-1,-3,-6,-14,-10,-4,2021-08-16 12:23:09.918499
0,-1,0,3,8,17,6,1,2021-08-16 12:23:09.932532
1,0,0,-2,-7,-13,-5,-2,2021-08-16 12:23:09.933499
-2,-2,-2,-3,-9,-26,-19,-2,2021-08-16 12:23:09.933499
1,1,0,1,2,10,8,2,2021-08-16 12:23:09.933499
-2,1,1,-2,-3,-6,-7,-3,2021-08-16 12:23:09.955532
-2,-2,-3,-1,0,6,3,0,2021-08-16 12:23:09.956500
-1,-1,0,1,1,11,7,0,2021-08-16 12:23:09.956500
-3,-4,-2,-4,-8,-16,-6,-2,2021-08-16 12:23:09.956500
1,2,1,-2,-7,-24,-8,0,2021-08-16 12:23:09.970500
2,0,1,5,10,38,12,2,2021-08-16 12:23:09.970500
1,2,3,3,6,2,-8,-1,2021-08-16 12:23:09.977532
-1,-2,-2,1,1,3,1,-2,2021-08-16 12:23:09.978532
-8,-4,-6,-9,-14,-22,-8,-6,2021-08-16 12:23:09.992531
1,1,2,2,3,8,5,1,2021-08-16 12:23:09.992531
2,2,1,0,-5,-13,0,0,2021-08-16 12:23:09.993532
3,0,-1,0,-3,0,1,0,2021-08-16 12:23:09.993532
1,-1,-3,1,4,4,-2,0,2021-08-16 12:23:10.015501
-5,-5,-6,-9,-15,-27,-7,-2,2021-08-16 12:23:10.015501
2,3,6,9,21,42,21,3,2021-08-16 12:23:10.015501
-3,-1,-1,-2,-2,-12,-10,-8,2021-08-16 12:23:10.016499
7,6,9,14,20,36,21,10,2021-08-16 12:23:10.029534
-5,-4,-7,-9,-16,-28,-13,-7,2021-08-16 12:23:10.029534
-2,-3,-2,-2,3,6,3,-1,2021-08-16 12:23:10.038097
-4,-2,-4,-7,-11,-16,-3,-2,2021-08-16 12:23:10.038097
-2,-2,-2,-5,-4,-18,-12,0,2021-08-16 12:23:10.053095
7,6,9,13,22,40,14,6,2021-08-16 12:23:10.053095
-9,-9,-12,-16,-24,-40,-19,-7,2021-08-16 12:23:10.053095
3,3,8,12,15,34,13,4,2021-08-16 12:23:10.053095
-4,-3,-4,-7,-6,-11,-3,3,2021-08-16 12:23:10.083128
1,0,1,2,-1,-1,-3,1,2021-08-16 12:23:10.083128
2,1,1,4,4,1,3,0,2021-08-16 12:23:10.084129
1,2,2,2,6,5,-1,6,2021-08-16 12:23:10.084129
-1,-3,1,-2,-7,-17,-4,0,2021-08-16 12:23:10.098130
3,5,6,6,17,33,4,1,2021-08-16 12:23:10.098130
-3,-4,-4,-8,-10,-14,-3,-7,2021-08-16 12:23:10.099128
2,2,3,0,0,-2,1,2,2021-08-16 12:23:10.099128
-3,-3,-4,-10,-12,-22,-10,-5,2021-08-16 12:23:10.113094
6,7,7,7,11,25,12,5,2021-08-16 12:23:10.113094
-4,-5,-7,-10,-20,-39,-21,-6,2021-08-16 12:23:10.113094
1,-1,0,5,8,3,-2,1,2021-08-16 12:23:10.113094
-3,-4,-5,-3,-2,10,3,-4,2021-08-16 12:23:10.135093
-1,-2,-3,-1,-6,-11,-1,2,2021-08-16 12:23:10.135093
-2,2,1,3,10,25,11,3,2021-08-16 12:23:10.136094
-5,-5,-7,-8,-19,-27,-2,-4,2021-08-16 12:23:10.136094
6,6,5,10,11,23,3,3,2021-08-16 12:23:10.158131
0,-3,1,3,10,20,8,-1,2021-08-16 12:23:10.158131
-5,-5,-6,-9,-16,-34,-16,-5,2021-08-16 12:23:10.159129
-1,-2,2,2,4,8,6,1,2021-08-16 12:23:10.159129
-4,-3,-5,-9,-13,-29,-15,-6,2021-08-16 12:23:10.173097
5,6,6,10,22,51,25,8,2021-08-16 12:23:10.173097
1,0,0,-1,-4,-10,-8,-1,2021-08-16 12:23:10.173097
-3,-4,-4,-4,-2,-6,-3,-5,2021-08-16 12:23:10.173097
-2,-1,-2,0,-2,2,3,-1,2021-08-16 12:23:10.195129
-4,-5,-6,-6,-12,-27,-14,-4,2021-08-16 12:23:10.195129
-1,1,-1,0,2,2,3,0,2021-08-16 12:23:10.196096
1,2,1,2,2,13,-2,0,2021-08-16 12:23:10.196096
1,0,3,6,14,24,13,4,2021-08-16 12:23:10.218115
-4,-4,-7,-9,-18,-45,-22,-5,2021-08-16 12:23:10.218115
5,3,5,6,10,31,14,2,2021-08-16 12:23:10.219128
-2,-4,-5,-8,-13,-26,-10,-4,2021-08-16 12:23:10.219128
-1,0,3,6,16,27,8,1,2021-08-16 12:23:10.241096
-2,-3,-4,-4,-11,-21,-5,-4,2021-08-16 12:23:10.241096
-2,-2,-2,-3,-6,-18,-8,-3,2021-08-16 12:23:10.242098
7,5,6,9,14,26,7,4,2021-08-16 12:23:10.242098
-5,-4,-4,-6,-11,-16,-4,-6,2021-08-16 12:23:10.255129
0,2,2,0,1,1,2,2,2021-08-16 12:23:10.255129
1,-1,1,4,6,6,-3,2,2021-08-16 12:23:10.256101
-5,-3,-5,-9,-15,-32,-14,-7,2021-08-16 12:23:10.256101
6,4,5,9,12,34,17,8,2021-08-16 12:23:10.278129
-1,0,-1,-3,-4,-5,-4,-2,2021-08-16 12:23:10.279094
-5,-4,-7,-8,-14,-33,-14,-4,2021-08-16 12:23:10.279094
-3,-2,-3,-4,-2,-5,-7,-3,2021-08-16 12:23:10.279094
-3,-3,-4,-2,2,8,1,-2,2021-08-16 12:23:10.293096
-4,0,0,-2,-5,-27,-17,-6,2021-08-16 12:23:10.293096
2,0,-1,0,3,25,13,3,2021-08-16 12:23:10.293096
3,2,1,2,2,-11,-3,2,2021-08-16 12:23:10.293096
3,4,3,6,9,15,6,3,2021-08-16 12:23:10.315128
-4,-6,-5,-6,-9,-12,-6,-3,2021-08-16 12:23:10.315128
-4,-4,-3,-2,-4,-10,-6,-3,2021-08-16 12:23:10.316095
-1,0,0,1,-3,-1,1,1,2021-08-16 12:23:10.316095
-4,-4,-6,-10,-16,-29,-8,-7,2021-08-16 12:23:10.338129
3,2,3,6,12,17,-2,1,2021-08-16 12:23:10.338129
0,2,1,2,8,22,10,1,2021-08-16 12:23:10.339094
-5,-4,-6,-8,-13,-15,-1,-4,2021-08-16 12:23:10.339094
1,1,2,4,10,23,4,4,2021-08-16 12:23:10.353094
-1,0,3,3,4,5,0,0,2021-08-16 12:23:10.353094
1,0,1,1,2,5,0,-1,2021-08-16 12:23:10.353094
-4,-5,-8,-12,-17,-26,-9,-4,2021-08-16 12:23:10.354097
4,4,6,9,18,22,10,2,2021-08-16 12:23:10.375128
-3,-4,-7,-8,-12,-15,-4,-6,2021-08-16 12:23:10.375128
0,1,2,3,8,13,1,3,2021-08-16 12:23:10.376094
-4,-3,-4,-4,1,9,5,-1,2021-08-16 12:23:10.376094
-6,-5,-8,-12,-21,-37,-15,-9,2021-08-16 12:23:10.398130
2,3,5,11,18,31,17,3,2021-08-16 12:23:10.398130
0,-3,1,-1,-2,-3,1,-1,2021-08-16 12:23:10.399128
-2,-1,-2,0,1,1,-4,0,2021-08-16 12:23:10.399128
-7,-3,-5,-10,-16,-36,-15,-5,2021-08-16 12:23:10.413094
1,3,5,7,14,31,14,3,2021-08-16 12:23:10.413094
1,-1,-2,-2,-4,-10,-3,-2,2021-08-16 12:23:10.413094
1,1,4,4,8,10,-1,1,2021-08-16 12:23:10.413094
-2,-4,-4,-3,-7,-21,-12,-1,2021-08-16 12:23:10.435128
-3,-1,-4,-4,-5,10,7,-1,2021-08-16 12:23:10.435128
3,3,3,1,1,-9,-1,1,2021-08-16 12:23:10.436095
1,-1,-2,1,3,14,6,1,2021-08-16 12:23:10.436095
-1,0,0,-5,-5,-22,-16,-2,2021-08-16 12:23:10.458128
0,-1,0,-1,0,5,5,-1,2021-08-16 12:23:10.458128
0,1,-1,-2,-2,-7,-5,-1,2021-08-16 12:23:10.459120
2,1,1,1,8,14,4,2,2021-08-16 12:23:10.459120
-3,-2,-1,-5,-7,-10,-1,-2,2021-08-16 12:23:10.473098
-1,-5,-4,-2,5,9,1,3,2021-08-16 12:23:10.473098
-2,0,1,3,5,18,7,1,2021-08-16 12:23:10.473098
-2,-2,-1,-3,-7,-15,-11,-6,2021-08-16 12:23:10.473098
3,1,2,2,2,7,6,0,2021-08-16 12:23:10.495128
3,3,3,1,-1,-1,-6,2,2021-08-16 12:23:10.495128
-7,-8,-10,-11,-18,-38,-17,-7,2021-08-16 12:23:10.496094
1,1,0,4,9,22,10,2,2021-08-16 12:23:10.496094
-1,-3,-3,-1,-2,6,2,-2,2021-08-16 12:23:10.518112
-5,-3,-5,-4,-9,-26,-13,-5,2021-08-16 12:23:10.519094
-7,-6,-8,-7,-8,-13,-3,-5,2021-08-16 12:23:10.519094
2,2,6,6,12,28,8,5,2021-08-16 12:23:10.519094
1,2,2,5,5,14,2,0,2021-08-16 12:23:10.533096
-3,-3,-5,-7,-15,-25,-10,-3,2021-08-16 12:23:10.533096
4,5,8,10,17,28,14,8,2021-08-16 12:23:10.533096
-2,-3,-4,-1,-1,4,4,-3,2021-08-16 12:23:10.534133
-4,-5,-3,-5,-11,-22,-7,-3,2021-08-16 12:23:10.555095
-1,-5,-5,-3,1,12,6,1,2021-08-16 12:23:10.555095
-1,0,0,-4,-8,-14,-8,-3,2021-08-16 12:23:10.556099
0,1,2,2,-1,-9,-7,-1,2021-08-16 12:23:10.556099
-4,-3,-5,-3,-4,6,2,-3,2021-08-16 12:23:10.578131
-8,-7,-6,-11,-17,-34,-13,-6,2021-08-16 12:23:10.578131
3,3,6,11,19,31,11,2,2021-08-16 12:23:10.579123
-3,-4,-5,-4,-11,-17,-2,-3,2021-08-16 12:23:10.579123
0,-2,-1,-3,-4,-12,-9,-3,2021-08-16 12:23:10.593095
3,5,5,11,18,29,9,2,2021-08-16 12:23:10.593095
-3,-6,-6,-8,-10,-11,-8,-6,2021-08-16 12:23:10.593095
0,-1,0,1,3,1,-1,4,2021-08-16 12:23:10.594094
-1,0,-1,0,-2,-1,2,0,2021-08-16 12:23:10.615128
0,0,0,-3,-5,-11,-13,-4,2021-08-16 12:23:10.615128
-3,-4,-4,-4,-4,-11,-3,-5,2021-08-16 12:23:10.616095
-4,-3,-4,-7,-9,-14,-4,-3,2021-08-16 12:23:10.616095
3,3,5,7,19,33,12,8,2021-08-16 12:23:10.638130
-2,-3,-3,0,-1,-6,-1,-3,2021-08-16 12:23:10.638130
-6,-2,-5,-6,-9,-17,-6,-3,2021-08-16 12:23:10.639094
-2,-2,1,-1,1,3,-4,-1,2021-08-16 12:23:10.639094
7,5,7,8,10,18,3,2,2021-08-16 12:23:10.661095
5,4,4,3,3,16,10,2,2021-08-16 12:23:10.661095
2,2,0,2,5,7,3,0,2021-08-16 12:23:10.662096
-2,0,-1,-1,-1,0,5,1,2021-08-16 12:23:10.663132
-6,-4,-5,-7,-10,-21,-10,-7,2021-08-16 12:23:10.683132
-2,-1,-1,0,2,4,2,-1,2021-08-16 12:23:10.683132
3,1,0,3,6,20,7,5,2021-08-16 12:23:10.685094
1,2,3,2,7,4,1,0,2021-08-16 12:23:10.685094
2,3,1,0,0,10,2,2,2021-08-16 12:23:10.698128
-3,-1,-3,-3,-5,-6,6,-2,2021-08-16 12:23:10.698128
3,3,2,4,4,2,-4,1,2021-08-16 12:23:10.700095
0,1,0,2,1,-1,-2,2,2021-08-16 12:23:10.700095
-2,-3,-4,-5,-5,-7,-1,-1,2021-08-16 12:23:10.745094
-1,-1,-3,-5,-9,-25,-17,-3,2021-08-16 12:23:10.746094
-4,-4,-3,-6,-4,3,6,-2,2021-08-16 12:23:10.747111
-3,-3,-2,-3,-3,-7,-1,-3,2021-08-16 12:23:10.747111
1,0,1,1,3,7,1,0,2021-08-16 12:23:10.752095
3,2,5,3,7,12,0,5,2021-08-16 12:23:10.752095
-3,-2,-4,-7,-13,-16,-10,-6,2021-08-16 12:23:10.753095
5,4,4,7,10,18,6,1,2021-08-16 12:23:10.753095
-1,-3,-1,-3,-4,-2,1,-3,2021-08-16 12:23:10.754096
-4,-4,-7,-8,-8,-18,-4,-3,2021-08-16 12:23:10.754096
3,2,4,4,8,9,3,2,2021-08-16 12:23:10.758095
0,0,-1,1,0,12,7,1,2021-08-16 12:23:10.758095
-4,-5,-6,-6,-11,-23,-9,-4,2021-08-16 12:23:10.773094
3,1,3,7,15,29,12,5,2021-08-16 12:23:10.773094
-3,-1,-4,-5,-11,-24,-12,-4,2021-08-16 12:23:10.773094
0,0,0,-2,-5,-8,-2,-2,2021-08-16 12:23:10.773094
6,4,6,10,19,32,13,7,2021-08-16 12:23:10.787095
-8,-7,-7,-12,-16,-26,-7,-7,2021-08-16 12:23:10.787095
3,4,5,6,9,14,7,4,2021-08-16 12:23:10.794129
-1,-2,-2,0,2,9,7,1,2021-08-16 12:23:10.794129
1,0,0,-1,-3,-5,-6,1,2021-08-16 12:23:10.809131
4,3,2,3,5,2,-3,0,2021-08-16 12:23:10.810094
-4,-5,-2,-1,-4,-7,-2,-4,2021-08-16 12:23:10.818095
1,1,3,3,7,10,-1,1,2021-08-16 12:23:10.818095
-1,-1,-1,-4,-8,-10,0,-1,2021-08-16 12:23:10.833094
-3,-3,-4,-7,-12,-31,-16,-5,2021-08-16 12:23:10.833094
1,1,1,4,9,22,8,1,2021-08-16 12:23:10.833094
-4,-4,-7,-11,-16,-32,-16,-6,2021-08-16 12:23:10.833094
1,1,1,3,8,10,0,1,2021-08-16 12:23:10.847094
-2,-2,-2,-2,-8,-3,0,-1,2021-08-16 12:23:10.847094
0,0,1,2,3,9,3,0,2021-08-16 12:23:10.854130
-2,-3,-3,0,-2,-1,3,-3,2021-08-16 12:23:10.855094
-5,-2,-5,-6,-8,-6,-5,-6,2021-08-16 12:23:10.869128
-3,-2,-4,-2,-5,-10,-6,-4,2021-08-16 12:23:10.870095
0,0,-1,0,-5,-8,-2,4,2021-08-16 12:23:10.878097
4,3,6,12,25,55,15,5,2021-08-16 12:23:10.878097
-4,-6,-4,-4,-6,-3,3,-6,2021-08-16 12:23:10.893096
-3,-3,-4,-1,-8,-14,-1,-1,2021-08-16 12:23:10.893096
-6,-5,-7,-10,-10,-10,-6,-4,2021-08-16 12:23:10.893096
-4,-4,-6,-8,-15,-34,-10,-4,2021-08-16 12:23:10.893096
3,4,5,10,20,33,11,7,2021-08-16 12:23:10.907094
-5,-6,-5,-9,-10,-8,-1,-4,2021-08-16 12:23:10.907094
2,2,1,0,-5,-29,-22,1,2021-08-16 12:23:10.915130
3,3,7,11,21,32,11,2,2021-08-16 12:23:10.915130
-4,-3,-5,-6,-9,-17,-8,-5,2021-08-16 12:23:10.930097
-2,-1,0,2,3,1,-3,-4,2021-08-16 12:23:10.930097
-2,-3,-2,0,3,7,0,-2,2021-08-16 12:23:10.938096
1,1,2,1,-2,2,2,0,2021-08-16 12:23:10.938096
-6,-6,-7,-7,-13,-29,-9,-7,2021-08-16 12:23:10.953096
9,7,11,16,27,60,18,10,2021-08-16 12:23:10.953096
-1,-3,-2,-2,-7,-8,-1,-3,2021-08-16 12:23:10.953096
-1,-2,-2,-4,-8,-16,-10,-3,2021-08-16 12:23:10.953096
-4,-2,-2,-2,-5,-8,-2,-2,2021-08-16 12:23:10.967095
-5,-3,-2,-4,-7,-14,-8,-3,2021-08-16 12:23:10.967095
-2,-2,-3,-1,2,0,0,-2,2021-08-16 12:23:10.975128
-2,-1,-3,-1,-2,-3,2,0,2021-08-16 12:23:10.975128
0,2,0,2,-2,-7,-3,0,2021-08-16 12:23:10.990095
2,0,3,7,14,24,14,3,2021-08-16 12:23:10.990095
-1,0,1,0,-1,4,-4,0,2021-08-16 12:23:10.998097
-1,-2,-3,-6,-6,-16,-9,-1,2021-08-16 12:23:10.998097
-4,-3,-5,-7,-10,-17,-4,-1,2021-08-16 12:23:11.013091
4,3,4,5,8,15,10,5,2021-08-16 12:23:11.013091
-3,-2,-1,-3,-2,-4,0,-3,2021-08-16 12:23:11.013091
-4,-2,-5,-10,-13,-19,-5,-4,2021-08-16 12:23:11.014090
6,5,7,12,20,43,15,5,2021-08-16 12:23:11.027095
0,-3,-4,-9,-12,-24,-10,-3,2021-08-16 12:23:11.027095
-5,-4,-2,-5,-4,-10,-7,-3,2021-08-16 12:23:11.035130
-1,0,1,1,1,6,5,0,2021-08-16 12:23:11.035130
2,1,1,2,4,1,3,3,2021-08-16 12:23:11.049129
-3,-3,-2,-2,-4,-7,-5,-4,2021-08-16 12:23:11.049129
-1,-2,-2,-6,-9,-17,-7,-3,2021-08-16 12:23:11.058096
-2,-1,-2,-3,1,2,-4,0,2021-08-16 12:23:11.058096
-2,-1,-2,-1,-2,0,3,0,2021-08-16 12:23:11.072095
1,1,-1,-2,-5,-8,-2,-1,2021-08-16 12:23:11.072095
5,4,2,8,14,32,12,4,2021-08-16 12:23:11.080129
-4,-6,-3,-4,-8,-13,-9,-4,2021-08-16 12:23:11.080129
0,-1,0,-2,0,-1,-7,0,2021-08-16 12:23:11.087097
-6,-4,-5,-7,-11,-14,-4,-5,2021-08-16 12:23:11.087097
1,1,2,1,1,3,2,2,2021-08-16 12:23:11.095131
1,0,1,2,3,9,5,-2,2021-08-16 12:23:11.095131
-3,-4,-7,-8,-18,-34,-16,-4,2021-08-16 12:23:11.109129
3,3,6,7,16,30,9,2,2021-08-16 12:23:11.110094
-4,-3,-5,-4,-5,-3,5,-1,2021-08-16 12:23:11.118095
-3,-3,-5,-5,-10,-19,-10,-5,2021-08-16 12:23:11.118095
2,1,4,6,14,22,9,2,2021-08-16 12:23:11.132094
-4,-3,-5,-6,-12,-28,-9,-1,2021-08-16 12:23:11.132094
8,9,8,13,19,33,5,7,2021-08-16 12:23:11.140129
-4,-2,-4,-6,-9,-14,-12,-5,2021-08-16 12:23:11.140129
0,-2,0,-1,-1,10,10,1,2021-08-16 12:23:11.147094
0,1,0,1,1,11,2,0,2021-08-16 12:23:11.147094
-7,-7,-9,-13,-23,-47,-12,-8,2021-08-16 12:23:11.155129
1,4,3,2,5,17,7,4,2021-08-16 12:23:11.155129
3,4,5,5,5,1,-6,-1,2021-08-16 12:23:11.169129
2,1,1,5,8,18,6,4,2021-08-16 12:23:11.170095
-3,-4,-3,-5,-7,-4,1,-4,2021-08-16 12:23:11.178118
-1,-1,-4,-4,-9,-29,-14,-3,2021-08-16 12:23:11.178118
-3,-3,-2,-3,-1,11,2,-4,2021-08-16 12:23:11.201292
-3,-1,-4,-4,-4,-6,1,-3,2021-08-16 12:23:11.201292
-2,-1,-2,-2,-4,-14,-7,-2,2021-08-16 12:23:11.202287
0,-1,-1,-3,-5,-7,-11,-1,2021-08-16 12:23:11.202287
4,2,9,13,27,54,19,6,2021-08-16 12:23:11.223289
0,-1,-3,0,-1,2,-2,-1,2021-08-16 12:23:11.223289
-4,-3,-3,-5,-10,-16,-9,-4,2021-08-16 12:23:11.225289
-1,1,3,6,11,29,19,1,2021-08-16 12:23:11.225289
-2,-1,-4,-5,-14,-28,-8,-3,2021-08-16 12:23:11.238338
-4,-5,-6,-9,-11,-22,-15,-7,2021-08-16 12:23:11.238338
1,2,4,9,18,38,17,2,2021-08-16 12:23:11.244324
2,1,-2,-2,-3,-12,-1,3,2021-08-16 12:23:11.245288
-1,1,-3,-1,-1,-1,-4,-3,2021-08-16 12:23:11.261289
1,0,-1,1,0,7,7,2,2021-08-16 12:23:11.261289
-6,-4,-7,-10,-13,-32,-13,-5,2021-08-16 12:23:11.262287
-1,-1,2,4,9,20,11,1,2021-08-16 12:23:11.262287
7,5,5,8,11,22,6,7,2021-08-16 12:23:11.283323
-3,-4,-5,-5,-7,-10,-6,-2,2021-08-16 12:23:11.283323
-3,-5,-6,-9,-13,-21,-7,-4,2021-08-16 12:23:11.285287
3,3,5,11,14,9,-1,5,2021-08-16 12:23:11.285287
-7,-7,-10,-16,-22,-28,-14,-7,2021-08-16 12:23:11.297288
4,6,9,11,17,22,9,4,2021-08-16 12:23:11.297288
3,0,1,7,11,17,8,3,2021-08-16 12:23:11.304316
-3,-2,-3,-7,-12,-22,-15,-3,2021-08-16 12:23:11.305286
-5,-3,-6,-7,-11,-18,-3,-4,2021-08-16 12:23:11.321287
3,4,6,9,15,27,8,4,2021-08-16 12:23:11.321287
-5,-2,-5,-6,-8,-14,-7,-5,2021-08-16 12:23:11.322284
-3,-3,-1,-6,-6,-10,-1,-2,2021-08-16 12:23:11.322284
-2,-3,-2,-4,-4,-5,-4,0,2021-08-16 12:23:11.343286
-1,-1,-2,-3,-5,-13,-6,-4,2021-08-16 12:23:11.343286
2,1,3,2,5,5,1,1,2021-08-16 12:23:11.345287
2,0,1,4,8,23,10,-1,2021-08-16 12:23:11.345287
-1,0,0,-2,-3,-4,1,2,2021-08-16 12:23:11.357287
-1,-1,2,1,7,4,2,-2,2021-08-16 12:23:11.358287
-1,-1,-2,-2,-5,-10,-6,-2,2021-08-16 12:23:11.364321
0,0,-4,-5,-9,-12,-5,-1,2021-08-16 12:23:11.364321
-4,-4,-4,-7,-10,-23,-9,-5,2021-08-16 12:23:11.381287
0,1,0,1,2,9,-1,1,2021-08-16 12:23:11.381287
2,0,1,2,1,-4,-2,0,2021-08-16 12:23:11.382287
0,1,2,6,13,34,10,0,2021-08-16 12:23:11.382287
-2,-4,-5,-5,-12,-23,-8,-4,2021-08-16 12:23:11.403286
3,3,4,4,7,18,14,4,2021-08-16 12:23:11.403286
-6,-4,-3,-5,-9,-13,-5,-2,2021-08-16 12:23:11.405288
0,1,2,2,1,2,6,2,2021-08-16 12:23:11.405288
0,1,1,3,6,7,-5,-1,2021-08-16 12:23:11.417321
-6,-5,-7,-9,-17,-28,-16,-6,2021-08-16 12:23:11.418286
5,6,6,8,15,25,11,5,2021-08-16 12:23:11.424813
0,-2,-1,0,2,4,-1,-3,2021-08-16 12:23:11.424813
0,-1,-1,-1,-4,-9,-2,-1,2021-08-16 12:23:11.440842
-1,-2,-2,-5,-6,-3,1,-2,2021-08-16 12:23:11.440842
-1,-1,0,-3,-2,-7,-10,-1,2021-08-16 12:23:11.442809
