Raw EMG - Pod01,Raw EMG - Pod02,Raw EMG - Pod03,Raw EMG - Pod04,Raw EMG - Pod05,Raw EMG - Pod06,Raw EMG - Pod07,Raw EMG - Pod08,Timestamp
-4,-1,-15,1,-1,-1,-1,-51,2021-06-22 12:29:57.822
-4,-1,-15,1,-1,-1,-1,-51,2021-06-22 12:29:57.826
1,-6,-11,-4,-3,-1,-2,20,2021-06-22 12:29:57.830
1,-6,-11,-4,-3,-1,-2,20,2021-06-22 12:29:57.834
1,-6,-11,-4,-3,-1,-2,20,2021-06-22 12:29:57.838
1,-6,-11,-4,-3,-1,-2,20,2021-06-22 12:29:57.842
-2,-4,-21,-1,-2,2,1,6,2021-06-22 12:29:57.847
-7,3,14,1,-3,1,-1,1,2021-06-22 12:29:57.851
-7,3,14,1,-3,1,-1,1,2021-06-22 12:29:57.855
-7,3,14,1,-3,1,-1,1,2021-06-22 12:29:57.859
-7,3,14,1,-3,1,-1,1,2021-06-22 12:29:57.864
-5,-8,9,-1,1,-1,-2,-12,2021-06-22 12:29:57.868
2,11,-2,-3,3,-1,0,-15,2021-06-22 12:29:57.873
2,11,-2,-3,3,-1,0,-15,2021-06-22 12:29:57.878
2,11,-2,-3,3,-1,0,-15,2021-06-22 12:29:57.881
2,-3,-8,2,1,1,10,-4,2021-06-22 12:29:57.885
2,-3,-8,2,1,1,10,-4,2021-06-22 12:29:57.889
-2,-7,-6,0,-2,-3,-1,-7,2021-06-22 12:29:57.894
2,3,32,-3,-1,0,-4,4,2021-06-22 12:29:57.906
-2,3,4,-1,-1,-1,-1,-10,2021-06-22 12:29:57.910
-2,3,4,-1,-1,-1,-1,-10,2021-06-22 12:29:57.914
-2,3,4,-1,-1,-1,-1,-10,2021-06-22 12:29:57.918
-2,3,4,-1,-1,-1,-1,-10,2021-06-22 12:29:57.922
-2,3,4,-1,-1,-1,-1,-10,2021-06-22 12:29:57.926
-2,-2,12,-1,-2,2,-3,-13,2021-06-22 12:29:57.931
-2,-2,12,-1,-2,2,-3,-13,2021-06-22 12:29:57.936
-2,-2,12,-1,-2,2,-3,-13,2021-06-22 12:29:57.940
3,9,-10,-3,-2,-2,0,20,2021-06-22 12:29:57.948
3,9,-10,-3,-2,-2,0,20,2021-06-22 12:29:57.951
3,9,-10,-3,-2,-2,0,20,2021-06-22 12:29:57.955
10,1,-9,-3,0,1,0,6,2021-06-22 12:29:57.960
10,1,-9,-3,0,1,0,6,2021-06-22 12:29:57.964
-4,-7,3,-5,-4,-1,-6,29,2021-06-22 12:29:57.969
-4,-7,3,-5,-4,-1,-6,29,2021-06-22 12:29:57.973
-4,-7,3,-5,-4,-1,-6,29,2021-06-22 12:29:57.977
-4,-7,3,-5,-4,-1,-6,29,2021-06-22 12:29:57.982
-4,-7,3,-5,-4,-1,-6,29,2021-06-22 12:29:57.986
-6,1,-9,1,2,-2,-1,-4,2021-06-22 12:29:57.995
-6,1,-9,1,2,-2,-1,-4,2021-06-22 12:29:57.999
-1,-8,0,-3,0,-3,-2,6,2021-06-22 12:29:58.004
-1,-8,0,-3,0,-3,-2,6,2021-06-22 12:29:58.009
-4,2,3,0,-5,1,-8,-25,2021-06-22 12:29:58.019
-4,2,3,0,-5,1,-8,-25,2021-06-22 12:29:58.023
9,-4,-4,0,-1,1,1,6,2021-06-22 12:29:58.028
9,-4,-4,0,-1,1,1,6,2021-06-22 12:29:58.033
9,-4,-4,0,-1,1,1,6,2021-06-22 12:29:58.037
9,-4,-4,0,-1,1,1,6,2021-06-22 12:29:58.041
9,-4,-4,0,-1,1,1,6,2021-06-22 12:29:58.044
2,12,-9,1,-1,0,0,-21,2021-06-22 12:29:58.056
2,12,-9,1,-1,0,0,-21,2021-06-22 12:29:58.060
-6,-6,0,0,0,-2,10,-23,2021-06-22 12:29:58.064
-6,-6,0,0,0,-2,10,-23,2021-06-22 12:29:58.068
-6,0,-2,-1,1,-1,0,-15,2021-06-22 12:29:58.072
-6,0,-2,-1,1,-1,0,-15,2021-06-22 12:29:58.077
-6,0,-2,-1,1,-1,0,-15,2021-06-22 12:29:58.081
-1,4,-6,2,-1,-1,-4,-8,2021-06-22 12:29:58.085
-2,-2,11,-5,-1,-2,3,1,2021-06-22 12:29:58.089
-2,-2,11,-5,-1,-2,3,1,2021-06-22 12:29:58.093
-2,-2,11,-5,-1,-2,3,1,2021-06-22 12:29:58.098
-2,-2,11,-5,-1,-2,3,1,2021-06-22 12:29:58.102
-2,-2,11,-5,-1,-2,3,1,2021-06-22 12:29:58.106
-3,-1,1,1,-1,0,-4,-5,2021-06-22 12:29:58.111
-3,-1,1,1,-1,0,-4,-5,2021-06-22 12:29:58.115
-3,-1,1,1,-1,0,-4,-5,2021-06-22 12:29:58.119
9,-5,13,-3,3,-1,-1,2,2021-06-22 12:29:58.124
9,-5,13,-3,3,-1,-1,2,2021-06-22 12:29:58.127
-12,-3,15,0,-2,4,-1,5,2021-06-22 12:29:58.131
-12,-3,15,0,-2,4,-1,5,2021-06-22 12:29:58.135
-12,-3,15,0,-2,4,-1,5,2021-06-22 12:29:58.139
-12,-3,15,0,-2,4,-1,5,2021-06-22 12:29:58.144
0,-5,20,2,-2,-3,-2,11,2021-06-22 12:29:58.147
0,-5,20,2,-2,-3,-2,11,2021-06-22 12:29:58.151
0,-5,20,2,-2,-3,-2,11,2021-06-22 12:29:58.155
0,-5,20,2,-2,-3,-2,11,2021-06-22 12:29:58.159
0,-5,20,2,-2,-3,-2,11,2021-06-22 12:29:58.163
1,-10,-5,0,1,1,2,46,2021-06-22 12:29:58.168
8,-3,-4,0,1,-1,4,13,2021-06-22 12:29:58.173
8,-3,-4,0,1,-1,4,13,2021-06-22 12:29:58.178
-3,-2,4,3,0,-1,-4,-17,2021-06-22 12:29:58.182
-3,-2,4,3,0,-1,-4,-17,2021-06-22 12:29:58.186
-20,17,11,2,-4,0,-7,-61,2021-06-22 12:29:58.190
-20,17,11,2,-4,0,-7,-61,2021-06-22 12:29:58.195
3,8,-2,-3,3,-1,-4,9,2021-06-22 12:29:58.207
-5,3,-5,-3,-1,-4,-1,24,2021-06-22 12:29:58.211
-5,3,-5,-3,-1,-4,-1,24,2021-06-22 12:29:58.215
-5,3,-5,-3,-1,-4,-1,24,2021-06-22 12:29:58.219
-5,3,-5,-3,-1,-4,-1,24,2021-06-22 12:29:58.223
-4,1,-9,0,-2,2,0,-33,2021-06-22 12:29:58.228
1,-3,-7,0,-1,1,-1,10,2021-06-22 12:29:58.232
1,-3,-7,0,-1,1,-1,10,2021-06-22 12:29:58.236
1,-3,-7,0,-1,1,-1,10,2021-06-22 12:29:58.240
-3,-13,-13,-2,-2,1,3,21,2021-06-22 12:29:58.244
-3,-13,-13,-2,-2,1,3,21,2021-06-22 12:29:58.249
3,5,-4,-1,0,0,-4,-15,2021-06-22 12:29:58.254
3,5,-4,-1,0,0,-4,-15,2021-06-22 12:29:58.259
3,5,-4,-1,0,0,-4,-15,2021-06-22 12:29:58.263
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.267
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.272
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.276
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.280
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.284
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.288
-4,5,8,0,-3,-1,1,5,2021-06-22 12:29:58.292
-3,-6,-16,-3,-2,-1,-2,-11,2021-06-22 12:29:58.296
5,15,-8,1,2,-3,-1,17,2021-06-22 12:29:58.300
5,15,-8,1,2,-3,-1,17,2021-06-22 12:29:58.304
5,15,-8,1,2,-3,-1,17,2021-06-22 12:29:58.308
3,-5,4,0,-1,1,0,31,2021-06-22 12:29:58.312
3,-5,4,0,-1,1,0,31,2021-06-22 12:29:58.316
3,-5,4,0,-1,1,0,31,2021-06-22 12:29:58.321
3,-5,4,0,-1,1,0,31,2021-06-22 12:29:58.325
0,-2,-14,-1,-1,0,2,1,2021-06-22 12:29:58.329
0,-2,-14,-1,-1,0,2,1,2021-06-22 12:29:58.333
0,-2,-14,-1,-1,0,2,1,2021-06-22 12:29:58.337
0,-2,-14,-1,-1,0,2,1,2021-06-22 12:29:58.342
0,-2,-14,-1,-1,0,2,1,2021-06-22 12:29:58.346
-1,17,27,2,-4,-2,6,-53,2021-06-22 12:29:58.358
-1,17,27,2,-4,-2,6,-53,2021-06-22 12:29:58.362
-1,17,27,2,-4,-2,6,-53,2021-06-22 12:29:58.366
6,0,-4,-2,-2,-1,-2,2,2021-06-22 12:29:58.371
-9,-13,0,1,-6,0,-4,10,2021-06-22 12:29:58.375
-9,-13,0,1,-6,0,-4,10,2021-06-22 12:29:58.380
-9,-13,0,1,-6,0,-4,10,2021-06-22 12:29:58.385
1,-1,11,2,0,0,-1,-4,2021-06-22 12:29:58.389
1,-1,11,2,0,0,-1,-4,2021-06-22 12:29:58.394
1,-1,11,2,0,0,-1,-4,2021-06-22 12:29:58.397
1,-1,11,2,0,0,-1,-4,2021-06-22 12:29:58.405
-4,2,4,-3,-4,-1,-10,-25,2021-06-22 12:29:58.410
-4,2,4,-3,-4,-1,-10,-25,2021-06-22 12:29:58.414
8,-5,-8,-1,0,-3,-3,57,2021-06-22 12:29:58.418
8,-5,-8,-1,0,-3,-3,57,2021-06-22 12:29:58.423
8,-5,-8,-1,0,-3,-3,57,2021-06-22 12:29:58.428
2,-1,-1,-2,-1,0,-4,-19,2021-06-22 12:29:58.432
2,-1,-1,-2,-1,0,-4,-19,2021-06-22 12:29:58.437
2,-1,-1,-2,-1,0,-4,-19,2021-06-22 12:29:58.441
2,-1,-1,-2,-1,0,-4,-19,2021-06-22 12:29:58.445
2,-1,-1,-2,-1,0,-4,-19,2021-06-22 12:29:58.449
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.454
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.458
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.462
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.466
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.470
-1,-1,3,1,0,1,4,-9,2021-06-22 12:29:58.474
-1,-1,6,0,4,-1,-1,-11,2021-06-22 12:29:58.478
-1,-1,6,0,4,-1,-1,-11,2021-06-22 12:29:58.482
-1,-1,6,0,4,-1,-1,-11,2021-06-22 12:29:58.486
-13,3,1,0,-4,-2,-4,-35,2021-06-22 12:29:58.490
-13,3,1,0,-4,-2,-4,-35,2021-06-22 12:29:58.494
-13,3,1,0,-4,-2,-4,-35,2021-06-22 12:29:58.498
-13,3,1,0,-4,-2,-4,-35,2021-06-22 12:29:58.510
-3,1,1,-1,0,-2,1,2,2021-06-22 12:29:58.515
-3,1,1,-1,0,-2,1,2,2021-06-22 12:29:58.519
-3,1,1,-1,0,-2,1,2,2021-06-22 12:29:58.524
-3,1,1,-1,0,-2,1,2,2021-06-22 12:29:58.529
-3,1,1,-1,0,-2,1,2,2021-06-22 12:29:58.533
6,-6,-14,0,-2,0,-2,21,2021-06-22 12:29:58.537
6,-6,-14,0,-2,0,-2,21,2021-06-22 12:29:58.542
6,-6,-14,0,-2,0,-2,21,2021-06-22 12:29:58.546
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.550
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.555
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.559
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.563
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.567
-5,-3,3,-2,-1,0,2,3,2021-06-22 12:29:58.571
4,1,1,-1,1,-1,-3,7,2021-06-22 12:29:58.575
4,1,1,-1,1,-1,-3,7,2021-06-22 12:29:58.579
4,1,1,-1,1,-1,-3,7,2021-06-22 12:29:58.583
4,1,1,-1,1,-1,-3,7,2021-06-22 12:29:58.587
4,1,1,-1,1,-1,-3,7,2021-06-22 12:29:58.591
-7,6,2,3,2,0,-4,-17,2021-06-22 12:29:58.596
-1,6,-13,-2,-3,0,-1,10,2021-06-22 12:29:58.600
-1,6,-13,-2,-3,0,-1,10,2021-06-22 12:29:58.604
-1,6,-13,-2,-3,0,-1,10,2021-06-22 12:29:58.608
-4,3,20,-1,0,0,-1,9,2021-06-22 12:29:58.612
-4,3,20,-1,0,0,-1,9,2021-06-22 12:29:58.616
-4,3,20,-1,0,0,-1,9,2021-06-22 12:29:58.621
-4,3,20,-1,0,0,-1,9,2021-06-22 12:29:58.626
-4,3,20,-1,0,0,-1,9,2021-06-22 12:29:58.630
-5,3,3,-2,0,-3,-1,-7,2021-06-22 12:29:58.634
-5,3,3,-2,0,-3,-1,-7,2021-06-22 12:29:58.638
-5,3,3,-2,0,-3,-1,-7,2021-06-22 12:29:58.642
-5,3,3,-2,0,-3,-1,-7,2021-06-22 12:29:58.646
-5,3,3,-2,0,-3,-1,-7,2021-06-22 12:29:58.651
2,0,-3,0,0,1,0,24,2021-06-22 12:29:58.662
2,0,-3,0,0,1,0,24,2021-06-22 12:29:58.665
2,0,-3,0,0,1,0,24,2021-06-22 12:29:58.669
-7,-5,20,0,-5,-3,2,0,2021-06-22 12:29:58.673
-7,-5,20,0,-5,-3,2,0,2021-06-22 12:29:58.677
-7,-5,20,0,-5,-3,2,0,2021-06-22 12:29:58.681
-7,-5,20,0,-5,-3,2,0,2021-06-22 12:29:58.685
-7,-5,20,0,-5,-3,2,0,2021-06-22 12:29:58.689
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.694
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.697
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.701
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.705
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.709
5,6,-5,-2,1,-2,-2,-7,2021-06-22 12:29:58.714
-3,-3,-8,0,-2,-1,2,9,2021-06-22 12:29:58.718
-3,-3,-8,0,-2,-1,2,9,2021-06-22 12:29:58.722
-3,-3,-8,0,-2,-1,2,9,2021-06-22 12:29:58.726
-3,-3,-8,0,-2,-1,2,9,2021-06-22 12:29:58.730
9,-16,-14,-2,2,0,1,58,2021-06-22 12:29:58.734
9,-16,-14,-2,2,0,1,58,2021-06-22 12:29:58.739
9,-16,-14,-2,2,0,1,58,2021-06-22 12:29:58.745
9,-16,-14,-2,2,0,1,58,2021-06-22 12:29:58.749
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.754
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.757
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.761
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.765
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.769
-6,6,-2,-2,-4,-4,-1,-13,2021-06-22 12:29:58.774
-8,10,5,-2,-1,0,0,-23,2021-06-22 12:29:58.778
-8,10,5,-2,-1,0,0,-23,2021-06-22 12:29:58.783
-8,10,5,-2,-1,0,0,-23,2021-06-22 12:29:58.787
-17,13,9,-1,-5,-2,-11,-77,2021-06-22 12:29:58.791
-17,13,9,-1,-5,-2,-11,-77,2021-06-22 12:29:58.795
-17,13,9,-1,-5,-2,-11,-77,2021-06-22 12:29:58.800
-17,13,9,-1,-5,-2,-11,-77,2021-06-22 12:29:58.807
1,3,20,0,0,2,2,12,2021-06-22 12:29:58.818
1,3,20,0,0,2,2,12,2021-06-22 12:29:58.822
1,3,20,0,0,2,2,12,2021-06-22 12:29:58.826
1,3,20,0,0,2,2,12,2021-06-22 12:29:58.830
1,3,20,0,0,2,2,12,2021-06-22 12:29:58.833
1,-3,-15,0,0,0,-3,-6,2021-06-22 12:29:58.837
1,-3,-15,0,0,0,-3,-6,2021-06-22 12:29:58.841
1,-3,-15,0,0,0,-3,-6,2021-06-22 12:29:58.846
0,5,14,3,-4,-1,-2,1,2021-06-22 12:29:58.850
4,2,-25,-2,1,0,-2,13,2021-06-22 12:29:58.854
4,2,-25,-2,1,0,-2,13,2021-06-22 12:29:58.857
4,2,-25,-2,1,0,-2,13,2021-06-22 12:29:58.861
4,2,-25,-2,1,0,-2,13,2021-06-22 12:29:58.865
4,2,-25,-2,1,0,-2,13,2021-06-22 12:29:58.870
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.875
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.879
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.883
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.887
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.891
-5,-2,5,2,0,-3,1,1,2021-06-22 12:29:58.895
6,-2,9,-1,-1,0,-5,5,2021-06-22 12:29:58.899
6,-2,9,-1,-1,0,-5,5,2021-06-22 12:29:58.903
6,-2,9,-1,-1,0,-5,5,2021-06-22 12:29:58.907
6,-2,9,-1,-1,0,-5,5,2021-06-22 12:29:58.911
6,-2,9,-1,-1,0,-5,5,2021-06-22 12:29:58.915
0,1,-22,1,0,-1,0,-3,2021-06-22 12:29:58.919
0,1,-22,1,0,-1,0,-3,2021-06-22 12:29:58.923
0,1,-22,1,0,-1,0,-3,2021-06-22 12:29:58.927
0,1,-22,1,0,-1,0,-3,2021-06-22 12:29:58.931
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.935
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.939
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.943
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.947
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.950
-14,0,6,2,-4,0,10,2,2021-06-22 12:29:58.955
0,3,-13,0,-1,1,-3,-15,2021-06-22 12:29:58.960
1,4,-4,2,-1,1,-3,7,2021-06-22 12:29:58.972
1,4,-4,2,-1,1,-3,7,2021-06-22 12:29:58.976
1,4,-4,2,-1,1,-3,7,2021-06-22 12:29:58.981
1,4,-4,2,-1,1,-3,7,2021-06-22 12:29:58.986
1,4,-4,2,-1,1,-3,7,2021-06-22 12:29:58.990
-1,-14,18,-4,-7,-6,-4,8,2021-06-22 12:29:58.994
-1,-14,18,-4,-7,-6,-4,8,2021-06-22 12:29:58.998
-1,-14,18,-4,-7,-6,-4,8,2021-06-22 12:29:59.003
-1,-14,18,-4,-7,-6,-4,8,2021-06-22 12:29:59.007
-1,-14,18,-4,-7,-6,-4,8,2021-06-22 12:29:59.012
0,3,33,-2,0,1,-1,0,2021-06-22 12:29:59.016
0,3,33,-2,0,1,-1,0,2021-06-22 12:29:59.021
0,3,33,-2,0,1,-1,0,2021-06-22 12:29:59.026
-7,1,-16,-2,-3,-2,0,13,2021-06-22 12:29:59.030
5,3,12,-1,1,1,-2,11,2021-06-22 12:29:59.034
5,3,12,-1,1,1,-2,11,2021-06-22 12:29:59.037
5,3,12,-1,1,1,-2,11,2021-06-22 12:29:59.041
5,3,12,-1,1,1,-2,11,2021-06-22 12:29:59.045
5,3,12,-1,1,1,-2,11,2021-06-22 12:29:59.049
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.053
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.057
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.061
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.065
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.069
4,-2,2,-2,1,0,4,-26,2021-06-22 12:29:59.073
-1,-7,-2,-3,0,-2,0,-1,2021-06-22 12:29:59.077
-1,-7,-2,-3,0,-2,0,-1,2021-06-22 12:29:59.082
-1,-7,-2,-3,0,-2,0,-1,2021-06-22 12:29:59.086
-6,-5,1,1,-1,-1,0,3,2021-06-22 12:29:59.090
-5,4,-7,0,-1,0,2,6,2021-06-22 12:29:59.094
-5,4,-7,0,-1,0,2,6,2021-06-22 12:29:59.098
-5,4,-7,0,-1,0,2,6,2021-06-22 12:29:59.102
-5,4,-7,0,-1,0,2,6,2021-06-22 12:29:59.106
-5,4,-7,0,-1,0,2,6,2021-06-22 12:29:59.111
-6,2,0,-4,-2,-1,-5,-7,2021-06-22 12:29:59.122
-6,2,0,-4,-2,-1,-5,-7,2021-06-22 12:29:59.127
-6,2,0,-4,-2,-1,-5,-7,2021-06-22 12:29:59.131
-6,2,0,-4,-2,-1,-5,-7,2021-06-22 12:29:59.135
2,-2,-8,1,-1,-1,-4,1,2021-06-22 12:29:59.140
2,-2,-8,1,-1,-1,-4,1,2021-06-22 12:29:59.144
2,-2,-8,1,-1,-1,-4,1,2021-06-22 12:29:59.148
-14,6,-22,-3,-4,0,-2,-25,2021-06-22 12:29:59.153
-14,6,-22,-3,-4,0,-2,-25,2021-06-22 12:29:59.157
-14,6,-22,-3,-4,0,-2,-25,2021-06-22 12:29:59.161
-14,6,-22,-3,-4,0,-2,-25,2021-06-22 12:29:59.165
-14,6,-22,-3,-4,0,-2,-25,2021-06-22 12:29:59.169
3,-6,-1,1,-4,0,2,18,2021-06-22 12:29:59.174
3,-6,-1,1,-4,0,2,18,2021-06-22 12:29:59.177
3,-6,-1,1,-4,0,2,18,2021-06-22 12:29:59.181
3,-6,-1,1,-4,0,2,18,2021-06-22 12:29:59.185
3,-6,-1,1,-4,0,2,18,2021-06-22 12:29:59.190
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.198
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.202
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.206
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.210
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.214
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.218
-2,5,-8,-1,1,-1,-2,0,2021-06-22 12:29:59.222
-6,14,7,0,-4,-5,-5,-29,2021-06-22 12:29:59.226
-6,14,7,0,-4,-5,-5,-29,2021-06-22 12:29:59.230
0,0,11,0,-5,-1,1,4,2021-06-22 12:29:59.234
0,0,11,0,-5,-1,1,4,2021-06-22 12:29:59.238
0,0,11,0,-5,-1,1,4,2021-06-22 12:29:59.243
0,0,11,0,-5,-1,1,4,2021-06-22 12:29:59.246
0,0,11,0,-5,-1,1,4,2021-06-22 12:29:59.250
3,8,5,-2,1,1,0,-9,2021-06-22 12:29:59.255
-3,1,0,1,0,-2,-2,16,2021-06-22 12:29:59.260
-3,1,0,1,0,-2,-2,16,2021-06-22 12:29:59.264
-1,-4,-10,1,2,-1,-1,6,2021-06-22 12:29:59.278
-1,-4,-10,1,2,-1,-1,6,2021-06-22 12:29:59.283
-1,-4,-10,1,2,-1,-1,6,2021-06-22 12:29:59.286
-1,-4,-10,1,2,-1,-1,6,2021-06-22 12:29:59.290
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.294
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.298
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.302
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.306
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.311
-1,-4,32,-1,-1,1,4,1,2021-06-22 12:29:59.315
-3,-12,-17,0,4,0,-4,27,2021-06-22 12:29:59.319
-3,-12,-17,0,4,0,-4,27,2021-06-22 12:29:59.324
-3,-12,-17,0,4,0,-4,27,2021-06-22 12:29:59.328
4,4,31,-4,3,1,-4,-16,2021-06-22 12:29:59.332
4,4,31,-4,3,1,-4,-16,2021-06-22 12:29:59.336
1,-4,-19,0,-1,-2,0,25,2021-06-22 12:29:59.340
1,-4,-19,0,-1,-2,0,25,2021-06-22 12:29:59.344
1,-4,-19,0,-1,-2,0,25,2021-06-22 12:29:59.348
1,-4,-19,0,-1,-2,0,25,2021-06-22 12:29:59.352
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.355
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.359
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.363
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.367
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.371
6,18,19,0,1,1,0,-4,2021-06-22 12:29:59.375
5,-13,24,-4,-4,0,0,-18,2021-06-22 12:29:59.379
5,-13,24,-4,-4,0,0,-18,2021-06-22 12:29:59.383
5,-13,24,-4,-4,0,0,-18,2021-06-22 12:29:59.387
-6,-4,10,-1,0,-1,1,30,2021-06-22 12:29:59.391
-6,-4,10,-1,0,-1,1,30,2021-06-22 12:29:59.395
0,-1,-9,-2,0,-3,1,15,2021-06-22 12:29:59.399
0,-1,-9,-2,0,-3,1,15,2021-06-22 12:29:59.404
0,-1,-9,-2,0,-3,1,15,2021-06-22 12:29:59.409
0,-1,-9,-2,0,-3,1,15,2021-06-22 12:29:59.413
